ResponseId,MainBranch,Employment,RemoteWork,CodingActivities,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,Country,Currency,CompTotal,CompFreq,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,ICorPM,WorkExp,ConvertedCompYearly
64289,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,16,"Developer, back-end","1,000 to 4,999 employees",I have some influence,United States of America,USD	United States dollar,330000,Yearly,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,I have an anxiety disorder,Independent contributor,17,330000
64299,I am a developer by profession,"Employed, full-time",Full in-person,Hobby;Freelance/contract work;School or academic work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30,25,Data or business analyst,100 to 499 employees,I have little or no influence,United States of America,USD	United States dollar,83000,Yearly,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, somewhat",55-64 years old,Woman,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,41,83000
64306,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,2,"Developer, full-stack",100 to 499 employees,I have little or no influence,United States of America,USD	United States dollar,152000,Yearly,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,3,152000
64320,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,15,"Developer, front-end;Developer, full-stack",20 to 99 employees,I have little or no influence,United States of America,USD	United States dollar,75000,Yearly,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",35-44 years old,Man,No,Queer,White;North American,None of the above,"I have a concentration and/or memory disorder (e.g., ADHD, etc.);I have learning differences (e.g., Dyslexic, Dyslexia, etc.)",Independent contributor,20,75000
64325,I am a developer by profession,"Employed, full-time",Full in-person,Hobby;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,13,"Developer, front-end","1,000 to 4,999 employees",I have little or no influence,United States of America,USD	United States dollar,145000,Yearly,Stack Overflow,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,13,145000
64330,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Freelance/contract work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,15,"Developer, full-stack;Database administrator;Project manager",100 to 499 employees,I have a great deal of influence,United States of America,USD	United States dollar,160000,Yearly,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,45-54 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,People manager,24,160000
64340,I am a developer by profession,"Employed, full-time",Fully remote,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",48,43,"Developer, embedded applications or devices;Developer, game or graphics","10,000 or more employees",I have little or no influence,United States of America,USD	United States dollar,160000,Yearly,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",65 years or older,Man,No,Straight / Heterosexual,White;North American,None of the above,None of the above,Independent contributor,43,160000
64345,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,Hobby;Contribute to open-source projects;Bootstrapping a business;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26,22,"Data scientist or machine learning specialist;Developer, front-end;Engineer, data;Engineer, site reliability;Developer, full-stack;Developer, back-end;Developer, QA or test;Developer, mobile;Engineering manager;Database administrator;DevOps specialist;Cloud infrastructure engineer;Data or business analyst;Scientist;Product manager;Senior Executive (C-Suite, VP, etc.);Security professional",2 to 9 employees,I have a great deal of influence,United States of America,USD	United States dollar,135000,Yearly,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,"Yes, definitely",45-54 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,23,135000
64356,I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed",Fully remote,Hobby;Contribute to open-source projects;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",36,22,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, mobile;Product manager;Senior Executive (C-Suite, VP, etc.)","Just me - I am a freelancer, sole proprietor, etc.",I have a great deal of influence,United States of America,USD	United States dollar,3000,Weekly,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have an anxiety disorder",Independent contributor,28,150000
64358,I am a developer by profession,"Employed, full-time",Fully remote,I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,5,Data scientist or machine learning specialist,20 to 99 employees,I have some influence,United States of America,USD	United States dollar,130000,Yearly,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not at all",25-34 years old,Man,No,Straight / Heterosexual,White;North American,None of the above,None of the above,Independent contributor,5,130000
64361,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25,18,"Engineer, site reliability;Developer, full-stack;Developer, back-end;DevOps specialist;Cloud infrastructure engineer;System administrator;Security professional",100 to 499 employees,I have some influence,United States of America,USD	United States dollar,170000,Yearly,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,White;European,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have autism / an autism spectrum disorder (e.g. Asperger's, etc.)",Independent contributor,18,170000
64362,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",32,28,"Developer, back-end;Other (please specify):",100 to 499 employees,I have some influence,United States of America,USD	United States dollar,116000,Yearly,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,Neutral,55-64 years old,Man,No,Straight / Heterosexual,White;North American,None of the above,None of the above,Independent contributor,28,116000
64368,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,1,"Developer, desktop or enterprise applications",I don’t know,I have little or no influence,United States of America,USD	United States dollar,82000,Yearly,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",25-34 years old,"Non-binary, genderqueer, or gender non-conforming",No,Straight / Heterosexual,White;European,None of the above,None of the above,Independent contributor,1,82000
64377,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40,33,"Developer, back-end",100 to 499 employees,I have little or no influence,United States of America,USD	United States dollar,152000,Yearly,Stack Overflow,A few times per week,No,NA,"No, not really",55-64 years old,Woman,No,Straight / Heterosexual,Indian;Asian;South Asian,None of the above,None of the above,Independent contributor,35,152000
64385,I am a developer by profession,"Employed, full-time",Fully remote,I don’t code outside of work,Some college/university study without earning a degree,9,7,"Engineer, site reliability;Developer, back-end;Engineering manager;Database administrator;DevOps specialist;Cloud infrastructure engineer;System administrator;Security professional",20 to 99 employees,I have a great deal of influence,United States of America,USD	United States dollar,220000,Yearly,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per week,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,People manager,9,220000
64391,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,5,"Developer, embedded applications or devices",I don’t know,I have little or no influence,United States of America,USD	United States dollar,115000,Yearly,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat",25-34 years old,Man,No,Prefer not to say,White,Prefer not to say,Prefer not to say,Independent contributor,6,115000
64401,I am a developer by profession,"Employed, full-time",Full in-person,Hobby;Freelance/contract work,Primary/elementary school,5,5,"Engineer, data;Developer, back-end;Database administrator;Project manager;Data or business analyst;Designer;Product manager",20 to 99 employees,I have a great deal of influence,United States of America,USD	United States dollar,2600,Weekly,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,Neutral,35-44 years old,"Non-binary, genderqueer, or gender non-conforming",Prefer not to say,Straight / Heterosexual,I don't know,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have an anxiety disorder;I have a concentration and/or memory disorder (e.g., ADHD, etc.)",People manager,15,130000
64407,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22,16,"Engineer, data;Developer, back-end;Academic researcher;Data or business analyst","10,000 or more employees",I have some influence,United States of America,USD	United States dollar,75000,Yearly,Stack Overflow,Daily or almost daily,No,NA,"No, not really",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Independent contributor,17,75000
